ADDRESS,ADDRESSLINE1,ADDRESSLINE2,CITY,City_State,CONTACTFIRSTNAME,CONTACTLASTNAME,CONTACTNAME,COUNTRY,CUSTOMERNAME,DEALSIZE,MONTH,MONTH_ID,ORDERDATE,PHONE,POSTALCODE,PRODUCTCODE,PRODUCTLINE,QTR_ID,STATE,STATUS,TERRITORY,YEAR_ID,MSRP,ORDERLINENUMBER,ORDERNUMBER,PRICEEACH,QUANTITYORDERED,SALES
78934 Hillside Dr.  Pasadena CA 90003 USA,78934 Hillside Dr.,,Pasadena,Pasadena CA,Julie,Young,Julie Young,USA,Toys4GrownUps.com,Medium,August,8,25-08-2003 00:00:00,6265557265,90003,S10_4698,Motorcycles,3,CA,Shipped,NA,2003,193,8,10145,100,33,5176.38
7734 Strong St.  San Francisco CA  USA,7734 Strong St.,,San Francisco,San Francisco CA,Julie,Brown,Julie Brown,USA,Corporate Gift Ideas Co.,Medium,October,10,10-10-2003 00:00:00,6505551386,,S10_4698,Motorcycles,4,CA,Shipped,NA,2003,193,16,10159,100,22,4132.7
9408 Furth Circle  Burlingame CA 94217 USA,9408 Furth Circle,,Burlingame,Burlingame CA,Juri,Hirano,Juri Hirano,USA,Technics Stores Inc.,Medium,October,10,28-10-2003 00:00:00,6505556809,94217,S10_4698,Motorcycles,4,CA,Shipped,NA,2003,193,3,10168,100,20,4183
"184, chausse de Tournai  Lille  59000 France","184, chausse de Tournai",,Lille,Lille ,Martine,Rance,Martine Rance,France,Daedalus Designs Imports,Large,November,11,11-11-2003 00:00:00,20.16.1555,59000,S10_4698,Motorcycles,4,,Shipped,EMEA,2003,193,11,10180,100,41,8892.9
"Drammen 121, PR 744 Sentrum  Bergen  N 5804 Norway","Drammen 121, PR 744 Sentrum",,Bergen,Bergen ,Veysel,Oeztan,Veysel Oeztan,Norway,Herkku Gifts,Large,November,11,18-11-2003 00:00:00,+47 2267 3215,N 5804,S10_4698,Motorcycles,4,,Shipped,EMEA,2003,193,3,10188,100,45,8714.7
5557 North Pendale Street  San Francisco CA  USA,5557 North Pendale Street,,San Francisco,San Francisco CA,Julie,Murphy,Julie Murphy,USA,Mini Wheels Co.,Large,December,12,01-12-2003 00:00:00,6505555787,,S10_4698,Motorcycles,4,CA,Shipped,NA,2003,193,4,10201,100,49,8065.89
"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku  Osaka Osaka 530-0003 Japan","Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka Osaka,Mory,Kentary,Mory Kentary,Japan,Osaka Souveniers Co.,Medium,January,1,12-01-2004 00:00:00,+81 06 6342 5555,530-0003,S10_4698,Motorcycles,1,Osaka,Shipped,Japan,2004,193,1,10210,100,34,6123.4
636 St Kilda Road Level 3 Melbourne Victoria 3004 Australia,636 St Kilda Road,Level 3,Melbourne,Melbourne Victoria,Peter,Ferguson,Peter Ferguson,Australia,"Australian Collectors, Co.",Large,February,2,20-02-2004 00:00:00,03 9520 4555,3004,S10_4698,Motorcycles,1,Victoria,Shipped,APAC,2004,193,3,10223,100,49,9774.03
2678 Kingston Rd. Suite 101 NYC NY 10022 USA,2678 Kingston Rd.,Suite 101,NYC,NYC NY,Michael,Frick,Michael Frick,USA,Vitachrome Inc.,Large,April,4,05-04-2004 00:00:00,2125551500,10022,S10_4698,Motorcycles,2,NY,Shipped,NA,2004,193,9,10237,100,39,7023.9
7476 Moss Rd.  Newark NJ 94019 USA,7476 Moss Rd.,,Newark,Newark NJ,William,Brown,William Brown,USA,Tekni Collectables Inc.,Large,May,5,18-05-2004 00:00:00,2015559350,94019,S10_4698,Motorcycles,2,NJ,Shipped,NA,2004,193,4,10251,100,43,7078.23
25593 South Bay Ln.  Bridgewater CT 97562 USA,25593 South Bay Ln.,,Bridgewater,Bridgewater CT,Julie,King,Julie King,USA,Gift Depot Inc.,Large,June,6,28-06-2004 00:00:00,2035552570,97562,S10_4698,Motorcycles,2,CT,Shipped,NA,2004,193,4,10263,100,41,8336.94
"67, rue des Cinquante Otages  Nantes  44000 France","67, rue des Cinquante Otages",,Nantes,Nantes ,Janine,Labrune,Janine Labrune,France,La Rochelle Gifts,Medium,July,7,23-07-2004 00:00:00,40.67.8555,44000,S10_4698,Motorcycles,3,,Shipped,EMEA,2004,193,3,10275,100,36,6901.92
39323 Spinnaker Dr.  Cambridge MA 51247 USA,39323 Spinnaker Dr.,,Cambridge,Cambridge MA,Marta,Hernandez,Marta Hernandez,USA,Marta's Replicas Co.,Medium,August,8,27-08-2004 00:00:00,6175558555,51247,S10_4698,Motorcycles,3,MA,Shipped,NA,2004,193,8,10285,100,27,5438.07
Keskuskatu 45  Helsinki  21240 Finland,Keskuskatu 45,,Helsinki,Helsinki ,Matti,Karttunen,Matti Karttunen,Finland,"Toys of Finland, Co.",Medium,September,9,30-09-2004 00:00:00,90-224 8555,21240,S10_4698,Motorcycles,3,,Shipped,EMEA,2004,193,11,10299,100,29,6683.34
3758 North Pendale Street  White Plains NY 24067 USA,3758 North Pendale Street,,White Plains,White Plains NY,Steve,Frick,Steve Frick,USA,Mini Classics,Medium,October,10,15-10-2004 00:00:00,9145554562,24067,S10_4698,Motorcycles,4,NY,Shipped,NA,2004,193,1,10308,100,20,4570.4
7586 Pompton St.  Allentown PA 70267 USA,7586 Pompton St.,,Allentown,Allentown PA,Kyung,Yu,Kyung Yu,USA,Diecast Classics Inc.,Large,November,11,02-11-2004 00:00:00,2155551555,70267,S10_4698,Motorcycles,4,PA,Shipped,NA,2004,193,3,10318,100,37,7667.14
897 Long Airport Avenue  NYC NY 10022 USA,897 Long Airport Avenue,,NYC,NYC NY,Kwai,Yu,Kwai Yu,USA,Land of Toys Inc.,Medium,November,11,15-11-2004 00:00:00,2125557818,10022,S10_4698,Motorcycles,4,NY,Shipped,NA,2004,193,3,10329,100,26,5868.2
2-2-8 Roppongi  Minato-ku Tokyo 106-0032 Japan,2-2-8 Roppongi,,Minato-ku,Minato-ku Tokyo,Akiko,Shimamura,Akiko Shimamura,Japan,"Tokyo Collectables, Ltd",Small,November,11,23-11-2004 00:00:00,+81 3 3584 0555,106-0032,S10_4698,Motorcycles,4,Tokyo,Shipped,Japan,2004,193,3,10339,76.67,39,2990.13
9408 Furth Circle  Burlingame CA 94217 USA,9408 Furth Circle,,Burlingame,Burlingame CA,Juri,Hirano,Juri Hirano,USA,Technics Stores Inc.,Medium,January,1,05-01-2005 00:00:00,6505556809,94217,S10_4698,Motorcycles,1,CA,Shipped,NA,2005,193,4,10362,100,22,3664.1
31 Duncan St. West End  South Brisbane Queensland 4101 Australia,31 Duncan St. West End,,South Brisbane,South Brisbane Queensland,Tony,Calaghan,Tony Calaghan,Australia,"Australian Gift Network, Co",Medium,February,2,02-02-2005 00:00:00,61-7-3844-6555,4101,S10_4698,Motorcycles,1,Queensland,Shipped,APAC,2005,193,1,10374,100,22,3834.38
1785 First Street  New Bedford MA 50553 USA,1785 First Street,,New Bedford,New Bedford MA,Violeta,Benitez,Violeta Benitez,USA,FunGiftIdeas.com,Small,March,3,03-03-2005 00:00:00,5085552555,50553,S10_4698,Motorcycles,1,MA,Shipped,NA,2005,193,7,10388,86.77,21,1822.17
Berkeley Gardens 12  Brewery  Liverpool  WX1 6LT UK,Berkeley Gardens 12  Brewery,,Liverpool,Liverpool ,Elizabeth,Devon,Elizabeth Devon,UK,"UK Collectables, Ltd.",Large,April,4,08-04-2005 00:00:00,(171) 555-2282,WX1 6LT,S10_4698,Motorcycles,2,,Shipped,EMEA,2005,193,9,10403,100,66,11886.6
"C/ Moralzarzal, 86  Madrid  28034 Spain","C/ Moralzarzal, 86",,Madrid,Madrid ,Diego,Freyre,Diego Freyre,Spain,Euro Shopping Channel,Large,May,5,13-05-2005 00:00:00,(91) 555 94 44,28034,S10_4698,Motorcycles,2,,Disputed,EMEA,2005,193,4,10417,100,56,9218.16
Vinb'ltet 34  Kobenhavn  1734 Denmark,Vinb'ltet 34,,Kobenhavn,Kobenhavn ,Jytte,Petersen,Jytte Petersen,Denmark,Danish Wholesale Imports,Large,February,2,11-02-2003 00:00:00,31 12 3555,1734,S10_4757,Classic Cars,1,,Shipped,EMEA,2003,136,2,10105,100,50,7208
Geislweg 14  Salzburg  5020 Austria,Geislweg 14,,Salzburg,Salzburg ,Georg,Pipps,Georg Pipps,Austria,Salzburg Collectables,Medium,April,4,28-04-2003 00:00:00,6562-9555,5020,S10_4757,Classic Cars,2,,Shipped,EMEA,2003,136,11,10119,100,46,5004.8
35 King George  London  WX3 6FW UK,35 King George,,London,London ,Ann,Brown,Ann Brown,UK,"Stylish Desk Decors, Co.",Medium,June,6,12-06-2003 00:00:00,(171) 555-0297,WX3 6FW,S10_4757,Classic Cars,2,,Shipped,EMEA,2003,136,2,10129,100,33,4398.24
4575 Hillside Dr.  New Bedford MA 50553 USA,4575 Hillside Dr.,,New Bedford,New Bedford MA,Wing C,Tam,Wing C Tam,USA,Mini Creations Ltd.,Medium,August,8,10-08-2003 00:00:00,5085559555,50553,S10_4757,Classic Cars,3,MA,Shipped,NA,2003,136,15,10143,100,49,5597.76
Keskuskatu 45  Helsinki  21240 Finland,Keskuskatu 45,,Helsinki,Helsinki ,Matti,Karttunen,Matti Karttunen,Finland,"Toys of Finland, Co.",Medium,October,10,06-10-2003 00:00:00,90-224 8555,21240,S10_4757,Classic Cars,4,,Shipped,EMEA,2003,136,13,10155,100,32,4526.08
?kergatan 24  Boras  S-844 67 Sweden,?kergatan 24,,Boras,Boras ,Maria,Larsson,Maria Larsson,Sweden,Scandinavian Gift Ideas,Medium,October,10,23-10-2003 00:00:00,0695-34 6555,S-844 67,S10_4757,Classic Cars,4,,Cancelled,EMEA,2003,136,9,10167,100,44,5924.16
1 rue Alsace-Lorraine  Toulouse  31000 France,1 rue Alsace-Lorraine,,Toulouse,Toulouse ,Annette,Roulet,Annette Roulet,France,Alpha Cognac,Medium,November,11,08-11-2003 00:00:00,61.77.6555,31000,S10_4757,Classic Cars,4,,Shipped,EMEA,2003,136,12,10178,100,24,3492.48
120 Hanover Sq.  London  WA1 1DP UK,120 Hanover Sq.,,London,London ,Thomas,Hardy,Thomas Hardy,UK,"Double Decker Gift Stores, Ltd",Medium,November,11,14-11-2003 00:00:00,(171) 555-7555,WA1 1DP,S10_4757,Classic Cars,4,,Shipped,EMEA,2003,136,9,10186,100,26,3854.24
"Rambla de Catalu¤a, 23  Barcelona  8022 Spain","Rambla de Catalu¤a, 23",,Barcelona,Barcelona ,Eduardo,Saavedra,Eduardo Saavedra,Spain,Enaco Distributors,Medium,November,11,26-11-2003 00:00:00,(93) 203 4555,8022,S10_4757,Classic Cars,4,,Shipped,EMEA,2003,136,6,10197,100,45,5324.4
6047 Douglas Av.  Los Angeles CA  USA,6047 Douglas Av.,,Los Angeles,Los Angeles CA,Michael,Chandler,Michael Chandler,USA,"Men 'R' US Retailers, Ltd.",Medium,January,1,09-01-2004 00:00:00,2155554369,,S10_4757,Classic Cars,1,CA,Shipped,NA,2004,136,8,10209,100,39,5197.92
361 Furth Circle  San Diego CA 91217 USA,361 Furth Circle,,San Diego,San Diego CA,Valarie,Thompson,Valarie Thompson,USA,Collectable Mini Designs Co.,Medium,February,2,19-02-2004 00:00:00,7605558146,91217,S10_4757,Classic Cars,1,CA,Shipped,NA,2004,136,12,10222,100,49,5997.6
897 Long Airport Avenue  NYC NY 10022 USA,897 Long Airport Avenue,,NYC,NYC NY,Kwai,Yu,Kwai Yu,USA,Land of Toys Inc.,Small,May,5,07-05-2004 00:00:00,2125557818,10022,S10_4757,Classic Cars,2,NY,Cancelled,NA,2004,136,3,10248,100,20,2910.4
43 rue St. Laurent  Montreal Quebec H1J 1C3 Canada,43 rue St. Laurent,,Montreal,Montreal Quebec,Jean,Fresnisre,Jean Fresnisre,Canada,Quebec Home Shopping Network,Medium,June,6,17-06-2004 00:00:00,(514) 555-8054,H1J 1C3,S10_4757,Classic Cars,2,Quebec,Shipped,NA,2004,136,1,10261,100,27,3378.24
Rue Joseph-Bens 532  Bruxelles  B-1180 Belgium,Rue Joseph-Bens 532,,Bruxelles,Bruxelles ,Catherine,Dewey,Catherine Dewey,Belgium,Petit Auto,Medium,July,7,21-07-2004 00:00:00,(02) 5554 67,B-1180,S10_4757,Classic Cars,3,,Shipped,EMEA,2004,136,4,10273,100,30,3508.8
23 Tsawassen Blvd.  Tsawassen BC T2F 8M4 Canada,23 Tsawassen Blvd.,,Tsawassen,Tsawassen BC,Elizabeth,Lincoln,Elizabeth Lincoln,Canada,"Royal Canadian Collectables, Ltd.",Small,August,8,20-08-2004 00:00:00,(604) 555-4555,T2F 8M4,S10_4757,Classic Cars,3,BC,Shipped,NA,2004,136,6,10283,100,25,2992
8616 Spinnaker Dr.  Boston MA 51003 USA,8616 Spinnaker Dr.,,Boston,Boston MA,Juri,Yoshido,Juri Yoshido,USA,Gifts4AllAges.com,Medium,September,9,10-09-2004 00:00:00,6175559555,51003,S10_4757,Classic Cars,3,MA,Shipped,NA,2004,136,1,10295,100,24,3427.2
782 First Street  Philadelphia PA 71270 USA,782 First Street,,Philadelphia,Philadelphia PA,Francisca,Cervantes,Francisca Cervantes,USA,"Classic Gift Ideas, Inc",Small,October,10,14-10-2004 00:00:00,2155554695,71270,S10_4757,Classic Cars,4,PA,Shipped,NA,2004,136,9,10307,100,22,2692.8
Garden House Crowther Way  Cowes Isle of Wight PO31 7PJ UK,Garden House Crowther Way,,Cowes,Cowes Isle of Wight,Helen,Bennett,Helen Bennett,UK,giftsbymail.co.uk,Medium,November,11,01-11-2004 00:00:00,(198) 555-8888,PO31 7PJ,S10_4757,Classic Cars,4,Isle of Wight,Shipped,EMEA,2004,136,17,10316,100,33,4128.96
Erling Skakkes gate 78  Stavern  4110 Norway,Erling Skakkes gate 78,,Stavern,Stavern ,Jonas,Bergulfsen,Jonas Bergulfsen,Norway,Baane Mini Imports,Medium,November,11,05-11-2004 00:00:00,07-98 9555,4110,S10_4757,Classic Cars,4,,Shipped,EMEA,2004,136,6,10325,64.93,47,3051.71
5905 Pompton St. Suite 750 NYC NY 10022 USA,5905 Pompton St.,Suite 750,NYC,NYC NY,Maria,Hernandez,Maria Hernandez,USA,Classic Legends Inc.,Small,November,11,21-11-2004 00:00:00,2125558493,10022,S10_4757,Classic Cars,4,NY,Shipped,NA,2004,136,8,10337,48.05,25,1201.25
"C/ Moralzarzal, 86  Madrid  28034 Spain","C/ Moralzarzal, 86",,Madrid,Madrid ,Diego,Freyre,Diego Freyre,Spain,Euro Shopping Channel,Small,December,12,02-12-2004 00:00:00,(91) 555 94 44,28034,S10_4757,Classic Cars,4,,Shipped,EMEA,2004,136,5,10350,75.47,26,1962.22
59 rue de l'Abbaye  Reims  51100 France,59 rue de l'Abbaye,,Reims,Reims ,Paul,Henriot,Paul Henriot,France,Reims Collectables,Small,December,12,15-12-2004 00:00:00,26.47.1555,51100,S10_4757,Classic Cars,4,,Shipped,EMEA,2004,136,6,10359,54.68,48,2624.64
Torikatu 38  Oulu  90110 Finland,Torikatu 38,,Oulu,Oulu ,Pirkko,Koskitalo,Pirkko Koskitalo,Finland,"Oulu Toy Supplies, Inc.",Medium,January,1,31-01-2005 00:00:00,981-443655,90110,S10_4757,Classic Cars,1,,Shipped,EMEA,2005,136,3,10373,100,39,4046.25
7734 Strong St.  San Francisco CA  USA,7734 Strong St.,,San Francisco,San Francisco CA,Julie,Brown,Julie Brown,USA,Corporate Gift Ideas Co.,Medium,February,2,23-02-2005 00:00:00,6505551386,,S10_4757,Classic Cars,1,CA,Shipped,NA,2005,136,4,10384,100,34,4846.7
27 rue du Colonel Pierre Avia  Paris  75508 France,27 rue du Colonel Pierre Avia,,Paris,Paris ,Daniel,Da Cunha,Daniel Da Cunha,France,Lyon Souveniers,Medium,March,3,17-03-2005 00:00:00,+33 1 46 62 7555,75508,S10_4757,Classic Cars,1,,Shipped,EMEA,2005,136,2,10395,100,32,3370.56
3086 Ingle Ln.  San Jose CA 94217 USA,3086 Ingle Ln.,,San Jose,San Jose CA,Sue,Frick,Sue Frick,USA,The Sharp Gifts Warehouse,Large,April,4,01-04-2005 00:00:00,4085553659,94217,S10_4757,Classic Cars,2,CA,Shipped,NA,2005,136,9,10400,100,64,9661.44
8616 Spinnaker Dr.  Boston MA 51003 USA,8616 Spinnaker Dr.,,Boston,Boston MA,Juri,Yoshido,Juri Yoshido,USA,Gifts4AllAges.com,Small,May,5,06-05-2005 00:00:00,6175559555,51003,S10_4757,Classic Cars,2,MA,On Hold,NA,2005,136,3,10414,100,19,2764.88
Erling Skakkes gate 78  Stavern  4110 Norway,Erling Skakkes gate 78,,Stavern,Stavern ,Jonas,Bergulfsen,Jonas Bergulfsen,Norway,Baane Mini Imports,Medium,January,1,29-01-2003 00:00:00,07-98 9555,4110,S10_4962,Classic Cars,1,,Shipped,EMEA,2003,147,4,10103,100,42,5398.26
"265, boulevard Charonne  Paris  75012 France","265, boulevard Charonne",,Paris,Paris ,Marie,Bertrand,Marie Bertrand,France,"La Corne D'abondance, Co.",Medium,April,4,01-04-2003 00:00:00,(1) 42.34.2555,75012,S10_4962,Classic Cars,2,,Shipped,EMEA,2003,147,8,10114,100,31,4305.28
"C/ Araquil, 67  Madrid  28023 Spain","C/ Araquil, 67",,Madrid,Madrid ,Mart¡n,Sommer,Mart¡n Sommer,Spain,"Corrida Auto Replicas, Ltd",Medium,May,5,28-05-2003 00:00:00,(91) 555 22 82,28023,S10_4962,Classic Cars,2,,Shipped,EMEA,2003,147,4,10126,100,22,3347.74
9408 Furth Circle  Burlingame CA 94217 USA,9408 Furth Circle,,Burlingame,Burlingame CA,Juri,Hirano,Juri Hirano,USA,Technics Stores Inc.,Medium,July,7,24-07-2003 00:00:00,6505556809,94217,S10_4962,Classic Cars,3,CA,Shipped,NA,2003,147,4,10140,100,26,3188.12
"Bronz Sok., Bronz Apt. 3/6 Tesvikiye  Singapore  79903 Singapore","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,Singapore ,Eric,Natividad,Eric Natividad,Singapore,"Dragon Souveniers, Ltd.",Medium,September,9,19-09-2003 00:00:00,+65 221 7555,79903,S10_4962,Classic Cars,3,,Shipped,Japan,2003,147,1,10150,100,20,3191.2
Kirchgasse 6  Graz  8010 Austria,Kirchgasse 6,,Graz,Graz ,Roland,Mendel,Roland Mendel,Austria,Mini Auto Werke,Medium,October,10,21-10-2003 00:00:00,7675-3555,8010,S10_4962,Classic Cars,4,,Resolved,EMEA,2003,147,2,10164,100,21,3536.82
35 King George  London  WX3 6FW UK,35 King George,,London,London ,Ann,Brown,Ann Brown,UK,"Stylish Desk Decors, Co.",Medium,November,11,06-11-2003 00:00:00,(171) 555-0297,WX3 6FW,S10_4962,Classic Cars,4,,Shipped,EMEA,2003,147,9,10175,100,33,5362.83
782 First Street  Philadelphia PA 71270 USA,782 First Street,,Philadelphia,Philadelphia PA,Francisca,Cervantes,Francisca Cervantes,USA,"Classic Gift Ideas, Inc",Medium,November,11,13-11-2003 00:00:00,2155554695,71270,S10_4962,Classic Cars,4,PA,Shipped,NA,2003,147,1,10183,100,28,3433.36
"2, rue du Commerce  Lyon  69004 France","2, rue du Commerce",,Lyon,Lyon ,Mary,Saveley,Mary Saveley,France,"Saveley & Henriot, Co.",Medium,November,11,25-11-2003 00:00:00,78.32.5555,69004,S10_4962,Classic Cars,4,,Shipped,EMEA,2003,147,4,10194,100,26,4263.74
6251 Ingle Ln.  Boston MA 51003 USA,6251 Ingle Ln.,,Boston,Boston MA,Valarie,Franco,Valarie Franco,USA,Diecast Collectables,Medium,December,12,09-12-2003 00:00:00,6175552555,51003,S10_4962,Classic Cars,4,MA,Shipped,NA,2003,147,15,10207,100,31,4076.19
Village Close - 106 Linden Road Sandown 2nd Floor Singapore  69045 Singapore,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Singapore ,Wendy,Victorino,Wendy Victorino,Singapore,Handji Gifts& Co,Large,February,2,04-02-2004 00:00:00,+65 224 1555,69045,S10_4962,Classic Cars,1,,Shipped,APAC,2004,147,4,10217,100,48,7020.48
5677 Strong St.  San Rafael CA 97562 USA,5677 Strong St.,,San Rafael,San Rafael CA,Valarie,Nelson,Valarie Nelson,USA,Mini Gifts Distributors Ltd.,Medium,March,3,11-03-2004 00:00:00,4155551450,97562,S10_4962,Classic Cars,1,CA,Shipped,NA,2004,147,9,10229,100,50,6426.5
567 North Pendale Street  New Haven CT 97823 USA,567 North Pendale Street,,New Haven,New Haven CT,Leslie,Murphy,Leslie Murphy,USA,Super Scale Inc.,Medium,May,5,04-05-2004 00:00:00,2035559545,97823,S10_4962,Classic Cars,2,CT,Shipped,NA,2004,147,2,10245,100,28,4591.72
Village Close - 106 Linden Road Sandown 2nd Floor Singapore  69045 Singapore,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Singapore ,Wendy,Victorino,Wendy Victorino,Singapore,Handji Gifts& Co,Medium,June,6,15-06-2004 00:00:00,+65 224 1555,69045,S10_4962,Classic Cars,2,,Shipped,APAC,2004,147,12,10259,100,26,4033.38
"Monitor Money Building, 815 Pacific Hwy Level 6 Chatswood NSW 2067 Australia","Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,Chatswood NSW,Adrian,Huxley,Adrian Huxley,Australia,Souveniers And Things Co.,Medium,July,7,19-07-2004 00:00:00,+61 2 9495 8555,2067,S10_4962,Classic Cars,3,NSW,Shipped,APAC,2004,147,2,10270,100,32,4302.08
7586 Pompton St.  Allentown PA 70267 USA,7586 Pompton St.,,Allentown,Allentown PA,Kyung,Yu,Kyung Yu,USA,Diecast Classics Inc.,Large,August,8,19-08-2004 00:00:00,2155551555,70267,S10_4962,Classic Cars,3,PA,Shipped,NA,2004,147,9,10281,100,44,7020.64
?kergatan 24  Boras  S-844 67 Sweden,?kergatan 24,,Boras,Boras ,Maria,Larsson,Maria Larsson,Sweden,Scandinavian Gift Ideas,Medium,September,9,08-09-2004 00:00:00,0695-34 6555,S-844 67,S10_4962,Classic Cars,3,,Shipped,EMEA,2004,147,4,10291,100,30,3855.9
39323 Spinnaker Dr.  Cambridge MA 51247 USA,39323 Spinnaker Dr.,,Cambridge,Cambridge MA,Marta,Hernandez,Marta Hernandez,USA,Marta's Replicas Co.,Medium,October,10,13-10-2004 00:00:00,6175558555,51247,S10_4962,Classic Cars,4,MA,Shipped,NA,2004,147,13,10305,100,38,6680.78
1900 Oak St.  Vancouver BC V3F 2K1 Canada,1900 Oak St.,,Vancouver,Vancouver BC,Yoshi,Tannamuri,Yoshi Tannamuri,Canada,Canadian Gift Exchange Network,Medium,October,10,22-10-2004 00:00:00,(604) 555-3392,V3F 2K1,S10_4962,Classic Cars,4,BC,Shipped,NA,2004,147,7,10313,100,40,6678
2304 Long Airport Avenue  Nashua NH 62005 USA,2304 Long Airport Avenue,,Nashua,Nashua NH,Valarie,Young,Valarie Young,USA,Online Diecast Creations Co.,Small,November,11,04-11-2004 00:00:00,6035558647,62005,S10_4962,Classic Cars,4,NH,Shipped,NA,2004,147,8,10322,61.99,46,2851.54
Berguvsv„gen  8  Lule  S-958 22 Sweden,Berguvsv„gen  8,,Lule,Lule ,Christina,Berglund,Christina Berglund,Sweden,"Volvo Model Replicas, Co",Medium,November,11,19-11-2004 00:00:00,0921-12 3555,S-958 22,S10_4962,Classic Cars,4,,On Hold,EMEA,2004,147,2,10334,100,26,3188.12
636 St Kilda Road Level 3 Melbourne Victoria 3004 Australia,636 St Kilda Road,Level 3,Melbourne,Melbourne Victoria,Peter,Ferguson,Peter Ferguson,Australia,"Australian Collectors, Co.",Medium,November,11,29-11-2004 00:00:00,03 9520 4555,3004,S10_4962,Classic Cars,4,Victoria,Shipped,APAC,2004,147,2,10347,100,27,4428
5677 Strong St.  San Rafael CA 97562 USA,5677 Strong St.,,San Rafael,San Rafael CA,Valarie,Nelson,Valarie Nelson,USA,Mini Gifts Distributors Ltd.,Medium,December,12,10-12-2004 00:00:00,4155551450,97562,S10_4962,Classic Cars,4,CA,Shipped,NA,2004,147,9,10357,100,43,5780.92
201 Miller Street Level 15 North Sydney NSW 2060 Australia,201 Miller Street,Level 15,North Sydney,North Sydney NSW,Anna,O'Hara,Anna O'Hara,Australia,"Anna's Decorations, Ltd",Small,January,1,20-01-2005 00:00:00,02 9936 8555,2060,S10_4962,Classic Cars,1,NSW,Shipped,APAC,2005,147,4,10370,65.63,35,2297.05
7734 Strong St.  San Francisco CA  USA,7734 Strong St.,,San Francisco,San Francisco CA,Julie,Brown,Julie Brown,USA,Corporate Gift Ideas Co.,Medium,February,2,17-02-2005 00:00:00,6505551386,,S10_4962,Classic Cars,1,CA,Shipped,NA,2005,147,6,10381,100,37,6231.54
201 Miller Street Level 15 North Sydney NSW 2060 Australia,201 Miller Street,Level 15,North Sydney,North Sydney NSW,Anna,O'Hara,Anna O'Hara,Australia,"Anna's Decorations, Ltd",Small,March,3,09-03-2005 00:00:00,02 9936 8555,2060,S10_4962,Classic Cars,1,NSW,Shipped,APAC,2005,147,7,10391,46.9,37,1735.3
43 rue St. Laurent  Montreal Quebec H1J 1C3 Canada,43 rue St. Laurent,,Montreal,Montreal Quebec,Jean,Fresnisre,Jean Fresnisre,Canada,Quebec Home Shopping Network,Medium,May,5,01-05-2005 00:00:00,(514) 555-8054,H1J 1C3,S10_4962,Classic Cars,2,Quebec,Shipped,NA,2005,147,2,10411,100,27,4427.73
"67, rue des Cinquante Otages  Nantes  44000 France","67, rue des Cinquante Otages",,Nantes,Nantes ,Janine,Labrune,Janine Labrune,France,La Rochelle Gifts,Medium,May,5,31-05-2005 00:00:00,40.67.8555,44000,S10_4962,Classic Cars,2,,In Process,EMEA,2005,147,12,10425,100,38,5894.94
15 McCallum Street - NatWest Center #13-03  Makati City  1227 MM Philippines,15 McCallum Street - NatWest Center #13-03,,Makati City,Makati City ,Arnold,Cruz,Arnold Cruz,Philippines,Cruz & Sons Co.,Medium,March,3,03-03-2003 00:00:00,+63 2 555 3587,1227 MM,S12_1099,Classic Cars,1,,Shipped,Japan,2003,194,6,10108,100,33,5265.15
"12, rue des Bouchers  Marseille  13008 France","12, rue des Bouchers",,Marseille,Marseille ,Laurence,Lebihan,Laurence Lebihan,France,Marseille Mini Autos,Large,May,5,08-05-2003 00:00:00,91.24.4555,13008,S12_1099,Classic Cars,2,,Shipped,EMEA,2003,194,10,10122,100,42,7599.9
5677 Strong St.  San Rafael CA 97562 USA,5677 Strong St.,,San Rafael,San Rafael CA,Valarie,Nelson,Valarie Nelson,USA,Mini Gifts Distributors Ltd.,Large,July,7,02-07-2003 00:00:00,4155551450,97562,S12_1099,Classic Cars,3,CA,Shipped,NA,2003,194,7,10135,100,42,8008.56
